type,drug_name,yj_code,expected_generic_code_from_yj,actual_generic_code,generic_name,match_type,exception_product_match
y_r07_generic_not_in_ippan_master,モーラスパップ３０ｍｇ　１０ｃｍ×１４ｃｍ,2649729S1154,2649729S1ZZZ,2649729S1ZZZ,【般】ケトプロフェンパップ３０ｍｇ（１０×１４ｃｍ非温感）,y_r07_only,
y_r07_generic_not_in_ippan_master,セルタッチパップ１４０　２０ｃｍ×１４ｃｍ,2649731S3022,2649731S3ZZZ,2649731S3ZZZ,【般】フェルビナクパップ１４０ｍｇ（２０×１４ｃｍ非温感）,y_r07_only,
y_r07_generic_not_in_ippan_master,セルタッチパップ７０　１０ｃｍ×１４ｃｍ,2649731S1143,2649731S1ZZZ,2649731SAZZZ,【般】フェルビナクパップ７０ｍｇ（１０×１４ｃｍ非温感）,y_r07_only,
y_r07_generic_not_in_ippan_master,フェルビナクテープ７０ｍｇ「ＥＭＥＣ」　１０ｃｍ×１４ｃｍ,2649731S1178,2649731S1ZZZ,2649731SBZZZ,【般】フェルビナクテープ７０ｍｇ（１０×１４ｃｍ非温感）,y_r07_only,
y_r07_generic_not_in_ippan_master,ゼポラステープ２０ｍｇ　７ｃｍ×１０ｃｍ,2649732S3043,2649732S3ZZZ,2649732S3ZZZ,【般】フルルビプロフェンテープ２０ｍｇ（７×１０ｃｍ非温感）,y_r07_only,
y_r07_generic_not_in_ippan_master,ゼポラステープ４０ｍｇ　１０ｃｍ×１４ｃｍ,2649732S2047,2649732S2ZZZ,2649732SBZZZ,【般】フルルビプロフェンテープ４０ｍｇ（１０×１４ｃｍ非温感）,y_r07_only,
y_r07_generic_not_in_ippan_master,ジクロフェナクナトリウムテープ１５ｍｇ「テイコク」　７×１０ｃｍ,2649734S1015,2649734S1ZZZ,2649734S1ZZZ,【般】ジクロフェナクＮａテープ１５ｍｇ（７×１０ｃｍ非温感）,y_r07_only,
y_r07_generic_not_in_ippan_master,ナボールパップ７０ｍｇ　７ｃｍ×１０ｃｍ,2649734S3042,2649734S3ZZZ,2649734S3ZZZ,【般】ジクロフェナクＮａパップ７０ｍｇ（７×１０ｃｍ非温感）,y_r07_only,
y_r07_generic_not_in_ippan_master,ロキソニンゲル１％,2649735Q1020,2649735Q1ZZZ,2649735Q1ZZZ,【般】ロキソプロフェンＮａゲル１％,y_r07_only,
y_r07_generic_not_in_ippan_master,フェロミア錠５０ｍｇ　鉄５０ｍｇ,3222013F1025,3222013F1ZZZ,3222013F1ZZZ,【般】クエン酸第一鉄ナトリウム錠５０ｍｇ（鉄として）,y_r07_only,
y_r07_generic_not_in_ippan_master,ワルファリンＫ細粒０．２％「ＮＳ」,3332001C1028,3332001C1ZZZ,3332001C1ZZZ,【般】ワルファリンＫ細粒０．２％,y_r07_only,
y_r07_generic_not_in_ippan_master,ジャドニュ顆粒分包９０ｍｇ,3929008D1022,3929008D1ZZZ,3929008D1ZZZ,【般】デフェラシロクス顆粒９０ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,ウラリット－Ｕ配合散,3949101A1149,3949101A1ZZZ,3949101A1ZZZ,【般】クエン酸カリウム・クエン酸ナトリウム配合散,y_r07_only,
y_r07_generic_not_in_ippan_master,ウラリット配合錠,3949101F1073,3949101F1ZZZ,3949101F1ZZZ,【般】クエン酸カリウム・クエン酸ナトリウム配合錠,y_r07_only,
y_r07_generic_not_in_ippan_master,オイグルコン錠１．２５ｍｇ,3961003F1028,3961003F1ZZZ,3961003F1ZZZ,【般】グリベンクラミド錠１．２５ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,グリミクロンＨＡ錠２０ｍｇ,3961007F2022,3961007F2ZZZ,3961007F2ZZZ,【般】グリクラジド錠２０ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,セイブル錠２５ｍｇ,3969009F1023,3969009F1ZZZ,3969009F1ZZZ,【般】ミグリトール錠２５ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,セイブルＯＤ錠２５ｍｇ,3969009F6025,3969009F6ZZZ,3969009F6ZZZ,【般】ミグリトール口腔内崩壊錠２５ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,シクロスポリン細粒１７％「ＶＴＲＳ」,3999004C1058,3999004C1ZZZ,3999004C1ZZZ,【般】シクロスポリン細粒１７％,y_r07_only,
y_r07_generic_not_in_ippan_master,ニポラジン錠３ｍｇ,4413004F1200,4413004F1ZZZ,4413004F1ZZZ,【般】メキタジン錠３ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,リザベンカプセル１００ｍｇ,4490002M1315,4490002M1ZZZ,4490002M1ZZZ,【般】トラニラストカプセル１００ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,リザベンドライシロップ５％,4490002R1142,4490002R1ZZZ,4490002R1ZZZ,【般】トラニラストシロップ用５％,y_r07_only,
y_r07_generic_not_in_ippan_master,アレギサール錠１０ｍｇ,4490011F1021,4490011F1ZZZ,4490011F1ZZZ,【般】ペミロラストＫ錠１０ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,セチリジン塩酸塩ＯＤ錠５ｍｇ「サワイ」,4490020F3023,4490020F3ZZZ,4490020F3ZZZ,【般】セチリジン塩酸塩口腔内崩壊錠５ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,セチリジン塩酸塩ＯＤ錠１０ｍｇ「サワイ」,4490020F4020,4490020F4ZZZ,4490020F4ZZZ,【般】セチリジン塩酸塩口腔内崩壊錠１０ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,フェキソフェナジン塩酸塩ＯＤ錠３０ｍｇ「トーワ」,4490023F4031,4490023F4ZZZ,4490023F4ZZZ,【般】フェキソフェナジン塩酸塩口腔内崩壊錠３０ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,ザイザルシロップ０．０５％,4490028Q1028,4490028Q1ZZZ,4490028Q1ZZZ,【般】レボセチリジン塩酸塩シロップ０．０５％,y_r07_only,
y_r07_generic_not_in_ippan_master,アモキシシリン細粒２０％「ＴＣＫ」　２００ｍｇ,6131001C2119,6131001C2ZZZ,6131001C2ZZZ,【般】アモキシシリン細粒２０％,y_r07_only,
y_r07_generic_not_in_ippan_master,ミノサイクリン塩酸塩錠１００ｍｇ「サワイ」,6152005F2113,6152005F2ZZZ,6152005F2ZZZ,【般】ミノサイクリン塩酸塩錠１００ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,ミノマイシンカプセル１００ｍｇ,6152005M2074,6152005M2ZZZ,6152005M2ZZZ,【般】ミノサイクリン塩酸塩カプセル１００ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,オゼックス錠７５　７５ｍｇ,6241010F1020,6241010F1ZZZ,6241010F1ZZZ,【般】トスフロキサシントシル酸塩錠７５ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,オゼックス錠１５０　１５０ｍｇ,6241010F2027,6241010F2ZZZ,6241010F2ZZZ,【般】トスフロキサシントシル酸塩錠１５０ｍｇ,y_r07_only,
y_r07_generic_not_in_ippan_master,バルトレックス顆粒５０％,6250019D1020,6250019D1ZZZ,6250019D1ZZZ,【般】バラシクロビル顆粒５０％,y_r07_only,
y_r07_generic_not_in_ippan_master,モルペス細粒２％,8114004C1025,8114004C1ZZZ,8114004C1ZZZ,【般】モルヒネ硫酸塩徐放細粒２％（１２時間持続）,y_r07_only,
y_r07_generic_not_in_ippan_master,モルペス細粒６％,8114004C2021,8114004C2ZZZ,8114004C2ZZZ,【般】モルヒネ硫酸塩徐放細粒６％（１２時間持続）,y_r07_only,
y_r07_generic_not_in_ippan_master,フェントステープ１ｍｇ,8219701S1025,8219701S1ZZZ,8219701S1ZZZ,【般】フェンタニルクエン酸塩テープ１ｍｇ（１日用）,y_r07_only,
y_r07_generic_not_in_ippan_master,フェントステープ２ｍｇ,8219701S2021,8219701S2ZZZ,8219701S2ZZZ,【般】フェンタニルクエン酸塩テープ２ｍｇ（１日用）,y_r07_only,
y_r07_generic_not_in_ippan_master,フェントステープ４ｍｇ,8219701S3028,8219701S3ZZZ,8219701S3ZZZ,【般】フェンタニルクエン酸塩テープ４ｍｇ（１日用）,y_r07_only,
y_r07_generic_not_in_ippan_master,フェントステープ６ｍｇ,8219701S4024,8219701S4ZZZ,8219701S4ZZZ,【般】フェンタニルクエン酸塩テープ６ｍｇ（１日用）,y_r07_only,
y_r07_generic_not_in_ippan_master,フェントステープ８ｍｇ,8219701S5020,8219701S5ZZZ,8219701S5ZZZ,【般】フェンタニルクエン酸塩テープ８ｍｇ（１日用）,y_r07_only,
y_r07_generic_not_in_ippan_master,フェントステープ０．５ｍｇ,8219701S6027,8219701S6ZZZ,8219701S6ZZZ,【般】フェンタニルクエン酸塩テープ０．５ｍｇ（１日用）,y_r07_only,
